DATE_TIME,current_contract,next_contract,carry_contract
2013-01-10 23:00:00,20130100,20130500,20130500
2013-05-08 23:00:00,20130500,20130700,20130700
2013-07-04 23:00:00,20130700,20130900,20130900
2013-09-05 23:00:00,20130900,20140100,20140100
2014-01-06 23:00:00,20140100,20140500,20140500
